dataset,run_idx,best_energy,final_energy,energy_gap_to_optimum,hit_optimum,acceptance_rate,early_acceptance_rate,late_acceptance_rate
bad,21,-56.0,-56.0,2.0,False,0.005555555555555556,0.013888888888888888,0.004629629629629629
bad,22,-58.0,-58.0,0.0,True,0.019444444444444445,0.032407407407407406,0.009259259259259259
bad,23,-58.0,-58.0,0.0,True,0.03981481481481482,0.07407407407407407,0.023148148148148147
bad,24,-56.0,-56.0,2.0,False,0.012962962962962963,0.027777777777777776,0.018518518518518517
bad,25,-54.0,-54.0,4.0,False,0.017592592592592594,0.05555555555555555,0.0
bad,26,-56.0,-52.0,2.0,False,0.020370370370370372,0.07407407407407407,0.004629629629629629
bad,27,-58.0,-58.0,0.0,True,0.03333333333333333,0.07407407407407407,0.018518518518518517
bad,28,-50.0,-46.0,8.0,False,0.025,0.07407407407407407,0.023148148148148147
bad,29,-50.0,-50.0,8.0,False,0.020370370370370372,0.05555555555555555,0.013888888888888888
bad,30,-56.0,-56.0,2.0,False,0.028703703703703703,0.05555555555555555,0.018518518518518517
bad,31,-58.0,-58.0,0.0,True,0.012962962962962963,0.027777777777777776,0.013888888888888888
bad,32,-56.0,-56.0,2.0,False,0.017592592592592594,0.027777777777777776,0.018518518518518517
bad,33,-56.0,-56.0,2.0,False,0.017592592592592594,0.027777777777777776,0.009259259259259259
bad,34,-54.0,-54.0,4.0,False,0.020370370370370372,0.032407407407407406,0.013888888888888888
bad,35,-56.0,-56.0,2.0,False,0.019444444444444445,0.023148148148148147,0.004629629629629629
bad,36,-50.0,-46.0,8.0,False,0.025,0.046296296296296294,0.0
bad,37,-58.0,-54.0,0.0,True,0.016666666666666666,0.05555555555555555,0.004629629629629629
bad,38,-50.0,-50.0,8.0,False,0.01574074074074074,0.041666666666666664,0.004629629629629629
bad,39,-58.0,-56.0,0.0,True,0.016666666666666666,0.05092592592592592,0.009259259259259259
